学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
筑波大附,東京,国,46,9,5,4,0,10,4,5,1,9,3,5,1,13,11,1,1,3,0,3,0,2,2,0,0,1,共,中,1997,12,14,13,4,263
筑波大附駒場,東京,国,90,24,24,0,0,10,10,0,0,6,6,0,0,36,36,0,0,5,5,0,0,9,9,0,0,1,男,中,1997,40,0,50,0,165
東京学芸大附,東京,国,111,26,8,15,3,6,5,1,0,19,5,14,0,39,34,5,0,20,5,12,3,1,0,1,0,1,共,中,1997,18,30,39,18,366
徳島市立,徳島,市,6,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,―,1997,1,0,4,1,475
ノートルダム清心,広島,私,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,1,0,2,192
プール学院,大阪,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,
フェリス女学院,神奈川,私,18,3,0,3,0,4,0,4,0,2,0,2,0,2,0,2,0,7,0,7,0,0,0,0,0,0,女,中,1997,0,9,0,9,134
ラ・サール,鹿児島,私,63,18,18,0,0,10,10,0,0,8,8,0,0,20,20,0,0,3,3,0,0,4,4,0,0,1,男,中,1997,36,0,27,0,256
愛光,愛媛,私,40,9,9,0,0,5,5,0,0,2,2,0,0,16,16,0,0,7,7,0,0,1,1,0,0,1,男,中,1997,16,0,24,0,261
茨城,茨城,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,330
栄光学園,神奈川,私,48,10,10,0,0,10,10,0,0,5,5,0,0,14,14,0,0,7,7,0,0,2,2,0,0,1,男,中,1997,25,0,23,0,182
横浜共立学園,神奈川,私,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,女,中,1997,0,2,0,3,181
横浜雙葉,神奈川,私,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,134
岡山,岡山,私,5,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,4,0,1,0,182
岡山白陵,岡山,私,9,0,0,0,0,1,0,1,0,3,1,2,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,中,1997,1,3,5,0,196
海城,東京,私,45,8,8,0,0,11,11,0,0,1,1,0,0,19,19,0,0,5,5,0,0,1,1,0,0,1,男,中,1997,20,0,25,0,446
開成,東京,私,188,37,37,0,0,27,27,0,0,17,17,0,0,73,73,0,0,22,22,0,0,12,12,0,0,1,男,中,1997,81,0,107,0,398
学習院高等科,東京,私,3,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,1,0,2,0,208
学習院女子高等科,東京,私,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,女,中,1997,0,1,0,2,220
鎌倉学園,神奈川,私,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,1,0,1,0,250
岩田,大分,私,7,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,男,中,1997,3,0,4,0,112
久留米信愛女学院,福岡,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,
久留米大学附設,福岡,私,35,11,11,0,0,6,6,0,0,3,3,0,0,11,11,0,0,3,3,0,0,1,1,0,0,1,男,中,1997,20,0,15,0,195
京都女子,京都,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,424
共立女子,東京,私,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,3,0,0,0,0,0,0,女,中,1997,0,1,0,4,480
暁星,東京,私,11,2,2,0,0,1,1,0,0,0,0,0,0,6,6,0,0,2,2,0,0,0,0,0,0,1,男,中,1997,3,0,8,0,177
暁星国際,千葉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,196
桐蔭学園,神奈川,私,94,12,7,4,1,11,11,0,0,11,7,4,0,48,42,6,0,12,9,3,0,0,0,0,0,1,併,中,1997,25,8,51,9,1695
桐朋,東京,私,41,7,7,0,0,6,6,0,0,10,10,0,0,10,10,0,0,7,7,0,0,1,1,0,0,1,男,中,1997,23,0,18,0,323
桐朋女子,東京,私,4,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,共,中,1997,0,2,0,2,360
駒場東邦,東京,私,57,15,15,0,0,7,7,0,0,4,4,0,0,23,23,0,0,7,7,0,0,1,1,0,0,1,男,中,1997,26,0,31,0,245
慶應義塾,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,718
慶應義塾女子,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,0,0,1,193
賢明女子学院,兵庫,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,0,0,1,
光塩女子学院高等科,東京,私,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,2,0,0,146
広島学院,広島,私,36,5,5,0,0,3,3,0,0,5,5,0,0,17,17,0,0,6,6,0,0,0,0,0,0,1,男,中,1997,13,0,23,0,171
広島城北,広島,私,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,2,0,1,0,397
弘学館,佐賀,私,31,9,9,0,0,2,2,0,0,2,2,0,0,15,15,0,0,3,3,0,0,0,0,0,0,1,男,中,1997,13,0,18,0,219
攻玉社,東京,私,8,2,2,0,0,1,1,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,3,0,5,0,235
晃華学園,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,1,0,1,138
江戸川学園取手,茨城,私,13,4,4,0,0,0,0,0,0,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,中,1997,8,0,5,0,439
甲陽学院,兵庫,私,17,6,6,0,0,3,3,0,0,1,1,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,男,中,1997,10,0,7,0,207
香川県大手前,香川,私,12,1,1,0,0,1,1,0,0,7,4,3,0,2,1,1,0,1,0,1,0,0,0,0,0,1,共,中,1997,6,3,1,2,183
高槻,大阪,私,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,2,0,0,0,264
高田,三重,私,12,6,5,1,0,1,0,1,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,中,1997,6,2,4,0,741
国際基督教大学,東京,私,5,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,2,0,2,0,0,0,0,0,1,共,―,1997,0,1,2,2,236
佐賀清和,佐賀,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,
桜蔭,東京,私,92,24,0,24,0,8,0,8,0,17,0,17,0,16,0,16,0,20,0,20,0,7,0,7,0,0,女,中,1997,0,49,0,43,245
山梨英和,山梨,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,
四天王寺,大阪,私,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,1,0,2,630
市川,千葉,私,7,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,1,0,6,0,594
志學館高等部,鹿児島,私,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,共,中,1997,0,2,1,1,91
芝,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,288
修道,広島,私,12,1,1,0,0,1,1,0,0,0,0,0,0,9,9,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,2,0,10,0,329
渋谷教育学園幕張,千葉,私,8,1,1,0,0,0,0,0,0,1,1,0,0,5,4,1,0,1,0,1,0,0,0,0,0,1,共,中,1997,2,0,4,2,354
駿台甲府,山梨,私,10,0,0,0,0,0,0,0,0,3,0,3,0,5,5,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,0,3,7,0,339
淳心学院,兵庫,私,9,3,3,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,4,0,5,0,141
女子学院,東京,私,35,6,0,6,0,5,0,5,0,12,0,12,0,5,0,5,0,7,0,7,0,0,0,0,0,0,女,中,1997,0,23,0,12,232
松蔭,兵庫,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,
湘南白百合学園,神奈川,私,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,2,0,1,165
城北,東京,私,17,4,4,0,0,2,2,0,0,0,0,0,0,9,9,0,0,2,2,0,0,0,0,0,0,1,男,中,1997,6,0,11,0,520
城北埼玉,埼玉,私,4,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,1,0,3,0,410
神戸女学院高等学部,兵庫,私,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,女,中,1997,0,1,0,2,145
世田谷学園,東京,私,5,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,3,0,2,0,214
成蹊,東京,私,4,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,共,中,1997,1,1,0,1,313
清真学園,茨城,私,5,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,中,1997,2,0,3,0,163
清泉女学院,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,0,0,1,173
清風南海,大阪,私,7,2,2,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,4,0,3,0,305
聖学院,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,
聖光学院,神奈川,私,30,7,7,0,0,3,3,0,0,2,2,0,0,13,13,0,0,5,5,0,0,0,0,0,0,1,男,中,1997,12,0,18,0,215
聖心女子学院高等科,東京,私,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,1,0,2,129
西大和学園,奈良,私,12,1,1,0,0,1,1,0,0,2,1,0,1,3,3,0,0,5,4,1,0,0,0,0,0,1,共,中,1997,3,0,7,1,329
青雲,長崎,私,33,6,6,0,0,4,3,1,0,1,1,0,0,15,15,0,0,6,6,0,0,1,1,0,0,1,共[男],中,1997,10,1,22,0,235
跡見学園,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,1,0,1,
浅野,神奈川,私,20,2,2,0,0,4,4,0,0,1,1,0,0,9,9,0,0,4,4,0,0,0,0,0,0,1,男,中,1997,7,0,13,0,262
創価,東京,私,5,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,中,1997,2,1,2,0,390
早稲田,東京,私,8,0,0,0,0,0,0,0,0,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,1,0,7,0,294
早稲田実,東京,私,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,男,中,1997,0,0,2,0,448
早稲田大学高等学院,東京,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,男,中,1997,0,0,2,0,574
巣鴨,東京,私,63,9,9,0,0,10,10,0,0,7,7,0,0,22,22,0,0,11,11,0,0,4,4,0,0,1,男,中,1997,26,0,37,0,328
泰星,福岡,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,1,0,0,0,140
大妻,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,0,0,1,273
大阪星光学院,大阪,私,16,4,4,0,0,0,0,0,0,1,1,0,0,10,10,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,5,0,11,0,196
大分東明,大分,私,8,2,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,3,3,0,0,0,0,0,0,1,共,―,1997,2,2,4,0,550
滝,愛知,私,7,1,1,0,0,1,1,0,0,1,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,中,1997,2,1,4,0,393
滝川,兵庫,私,4,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,2,0,2,0,314
智辯学園,奈良,私,4,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,共,中,1997,1,0,2,1,362
智辯学園和歌山,和歌山,私,18,1,1,0,0,0,0,0,0,3,2,1,0,10,8,2,0,4,4,0,0,0,0,0,0,1,共,中,1997,3,1,12,2,319
池田学園池田,鹿児島,私,5,2,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,中,1997,2,2,1,0,141
筑紫女学園,福岡,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,571
調布,東京,私,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,2,0,0,243
帝塚山学院泉ヶ丘,大阪,私,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,男,中,1997,1,0,2,0,216
田園調布雙葉,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,123
土佐塾,高知,私,7,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,0,1,共,中,1997,1,0,5,1,223
東海,愛知,私,28,7,7,0,0,2,2,0,0,0,0,0,0,15,15,0,0,3,3,0,0,1,1,0,0,1,男,中,1997,9,0,19,0,457
東京女学館,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,0,0,1,273
東大寺学園,奈良,私,36,12,12,0,0,6,6,0,0,3,3,0,0,13,13,0,0,1,1,0,0,1,1,0,0,1,男,中,1997,21,0,15,0,232
東邦大付東邦,千葉,私,10,2,0,2,0,0,0,0,0,1,1,0,0,2,2,0,0,5,2,1,2,0,0,0,0,1,共,中,1997,1,2,4,1,354
東北学院,宮城,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,365
東洋英和女学院高等部,東京,私,4,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,女,中,1997,0,3,0,1,164
徳島文理,徳島,私,5,1,1,0,0,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,共,中,1997,2,1,0,1,170
奈良学園,奈良,私,6,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,男,中,1997,3,0,3,0,184
灘,兵庫,私,96,21,21,0,0,9,9,0,0,2,2,0,0,45,45,0,0,11,11,0,0,8,8,0,0,1,男,中,1997,32,0,64,0,215
南山,愛知,私,7,1,0,1,0,0,0,0,0,3,0,3,0,2,1,1,0,1,0,1,0,0,0,0,0,1,併,中,1997,0,4,1,2,379
日本女子大附,神奈川,私,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,女,中,1997,0,1,0,3,372
白百合学園,東京,私,4,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,女,中,1997,0,3,0,1,175
白陵,兵庫,私,33,8,6,2,0,1,0,1,0,5,4,1,0,13,13,0,0,6,3,3,0,0,0,0,0,1,共,中,1997,10,4,16,3,195
函館ラ・サール,北海道,私,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,男,―,1997,2,0,3,0,283
函館白百合学園,北海道,私,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,1,0,1,
武蔵,東京,私,58,11,11,0,0,9,9,0,0,9,9,0,0,20,20,0,0,7,7,0,0,2,2,0,0,1,男,中,1997,29,0,29,0,174
福岡大附大濠,福岡,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,0,0,1,0,765
福岡雙葉,福岡,私,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,2,0,0,312
福山暁の星女子,広島,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,0,0,1,
豊島岡女子学園,東京,私,5,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,女,中,1997,0,2,0,3,439
北嶺,北海道,私,6,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,2,0,4,0,73
麻布,東京,私,93,14,14,0,0,16,16,0,0,9,9,0,0,44,44,0,0,7,7,0,0,3,3,0,0,1,男,中,1997,39,0,54,0,300
明星,大阪,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,1,0,0,0,470
明法,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,
洛星,京都,私,24,7,7,0,0,5,5,0,0,3,3,0,0,4,4,0,0,5,5,0,0,0,0,0,0,1,男,中,1997,15,0,9,0,263
洛南,京都,私,68,19,19,0,0,11,11,0,0,5,5,0,0,19,19,0,0,13,13,0,0,1,1,0,0,1,男,中,1997,35,0,33,0,694
立教,埼玉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,0,0,1,0,465
立教女学院,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1997,0,0,0,1,175
六甲,兵庫,私,6,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,4,0,2,0,193
雙葉,東京,私,12,3,0,3,0,2,0,2,0,1,0,1,0,2,0,2,0,4,0,4,0,0,0,0,0,0,女,中,1997,0,6,0,6,183
獨協,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1997,0,0,1,0,256
茗溪学園,茨城,私,7,2,1,1,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,中,1997,3,1,3,0,233
鷗友学園女子,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1997,0,1,0,0,235
都立武蔵,東京,都,5,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,0,2,3,0,
戸山,東京,都,16,2,0,2,0,0,0,0,0,3,3,0,0,5,5,0,0,6,4,2,0,0,0,0,0,1,共,―,1997,3,2,9,2,354
国立,東京,都,6,1,1,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,4,0,359
小石川,東京,都,4,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,1,1,2,0,359
西,東京,都,8,0,0,0,0,0,0,0,0,3,1,2,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,1,2,5,0,357
青山,東京,都,4,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,2,1,1,0,283
日比谷,東京,都,6,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,0,0,0,0,0,1,共,―,1997,1,0,4,1,359
白鷗,東京,都,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,0,1,3,0,333
八王子東,東京,都,11,2,2,0,0,1,1,0,0,2,2,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,5,0,6,0,323
両国,東京,都,10,4,3,1,0,0,0,0,0,2,1,1,0,3,2,1,0,1,1,0,0,0,0,0,0,1,共,―,1997,4,2,3,1,346
札幌南,北海道,道,5,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,2,0,3,0,448
札幌北,北海道,道,11,0,0,0,0,0,0,0,0,2,1,1,0,6,4,2,0,3,3,0,0,0,0,0,0,1,共,―,1997,1,1,7,2,452
北野,大阪,府,5,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,共,―,1997,1,2,2,0,442
大検,―,―,6,1,0,1,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,―,―,1997,0,5,0,1,
旭丘,愛知,県,23,4,4,0,0,4,3,1,0,6,2,4,0,6,4,2,0,3,1,2,0,0,0,0,0,1,共,―,1998,9,5,5,4,401
安積,福島,県,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,5,0,0,0,0,0,0,1,男,―,1998,0,0,7,0,434
一宮,愛知,県,25,3,1,2,0,3,1,1,1,2,2,0,0,16,14,2,0,1,1,0,0,0,0,0,0,1,共,―,1998,4,3,15,2,398
宇都宮,栃木,県,14,0,0,0,0,0,0,0,0,2,2,0,0,11,11,0,0,1,1,0,0,0,0,0,0,1,男,―,1998,2,0,12,0,313
宇都宮女子,栃木,県,7,2,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,0,0,女,―,1998,0,3,0,4,407
浦和,埼玉,県,24,3,3,0,0,4,4,0,0,3,3,0,0,13,13,0,0,1,1,0,0,0,0,0,0,1,男,―,1998,10,0,14,0,438
浦和第一女子,埼玉,県,3,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,―,1998,0,2,0,1,433
延岡,宮崎,県,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1998,0,0,4,0,329
横須賀,神奈川,県,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,―,1998,1,0,2,1,314
横浜翠嵐,神奈川,県,9,0,0,0,0,1,0,0,1,1,0,1,0,6,5,1,0,1,1,0,0,0,0,0,0,1,共,―,1998,0,1,6,1,358
横浜緑ケ丘,神奈川,県,5,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,共,―,1998,1,0,3,1,354
岡崎,愛知,県,30,2,2,0,0,3,3,0,0,7,2,5,0,15,13,1,1,3,2,1,0,0,0,0,0,1,共,―,1998,7,5,15,2,401
岡山朝日,岡山,県,6,1,1,0,0,0,0,0,0,1,0,1,0,3,1,2,0,0,0,0,0,1,1,0,0,1,共,―,1998,1,1,2,2,403
岡山芳泉,岡山,県,4,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1998,3,1,0,0,397
下関西,山口,県,4,0,0,0,0,1,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1998,2,1,1,0,315
可児,岐阜,県,5,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1998,2,0,2,1,460
会津,福島,県,5,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,男,―,1998,3,0,2,0,340
刈谷,愛知,県,14,0,0,0,0,2,2,0,0,1,1,0,0,6,5,1,0,5,4,1,0,0,0,0,0,1,共,―,1998,3,0,9,2,398
丸亀,香川,県,5,2,1,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,共,―,1998,2,1,1,1,395
岐阜,岐阜,県,23,5,3,1,1,1,1,0,0,2,0,1,1,11,11,0,0,4,4,0,0,0,0,0,0,1,共,―,1998,4,2,15,0,398
宮崎西,宮崎,県,11,0,0,0,0,1,1,0,0,1,0,1,0,4,4,0,0,4,4,0,0,1,1,0,0,1,共,―,1998,1,1,9,0,518
金沢泉丘,石川,県,5,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1998,2,0,3,0,404
熊谷,埼玉,県,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,男,―,1998,2,0,1,0,427
熊谷女子,埼玉,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1998,0,1,0,0,434
熊本,熊本,県,25,6,5,1,0,0,0,0,0,3,0,3,0,9,7,1,1,5,3,1,1,2,1,1,0,1,共,―,1998,5,4,11,3,478
厚木,神奈川,県,9,1,1,0,0,0,0,0,0,0,0,0,0,7,5,2,0,1,0,1,0,0,0,0,0,1,共,―,1998,1,0,5,3,400
甲府南,山梨,県,12,1,1,0,0,3,1,2,0,2,0,2,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1998,2,4,6,0,316
高岡,富山,県,20,2,1,1,0,2,0,1,1,3,1,1,1,9,9,0,0,4,3,1,0,0,0,0,0,1,共,―,1998,2,3,12,1,318
高崎,群馬,県,15,0,0,0,0,2,2,0,0,2,2,0,0,7,7,0,0,4,4,0,0,0,0,0,0,1,男,―,1998,4,0,11,0,359
高崎女子,群馬,県,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1998,0,2,0,0,358
