学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
清真学園,茨城,私,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,1,共,中,1996,0,0,3,1,168
清泉女学院,神奈川,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,169
清風,大阪,私,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,3,0,1,0,874
清風南海,大阪,私,5,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,男,中,1996,1,0,4,0,319
聖光学院,神奈川,私,40,4,4,0,0,6,6,0,0,8,8,0,0,19,19,0,0,2,2,0,0,1,1,0,0,1,男,中,1996,18,0,22,0,216
聖心女子学院高等科,東京,私,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,2,0,0,124
西大和学園,奈良,私,10,2,2,0,0,0,0,0,0,0,0,0,0,5,4,1,0,3,3,0,0,0,0,0,0,1,共,中,1996,2,0,7,1,284
西武学園文理,埼玉,私,7,0,0,0,0,1,1,0,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1996,2,0,5,0,842
青雲,長崎,私,34,6,6,0,0,6,6,0,0,6,6,0,0,10,10,0,0,6,6,0,0,0,0,0,0,1,共[男],中,1996,18,0,16,0,263
静岡聖光学院,静岡,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,0,0,2,0,151
浅野,神奈川,私,23,3,3,0,0,4,4,0,0,2,2,0,0,13,13,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,9,0,14,0,292
創価,東京,私,12,4,4,0,0,1,1,0,0,3,2,1,0,2,2,0,0,2,1,0,1,0,0,0,0,1,共,中,1996,7,1,3,0,396
早稲田,東京,私,7,1,1,0,0,1,1,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,2,0,5,0,288
早稲田大学高等学院,東京,私,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,1,0,2,0,593
巣鴨,東京,私,53,11,11,0,0,7,7,0,0,3,3,0,0,20,20,0,0,9,9,0,0,3,3,0,0,1,男,中,1996,21,0,32,0,318
大妻,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1996,0,1,0,1,277
大阪星光学院,大阪,私,16,7,7,0,0,3,3,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,男,中,1996,10,0,6,0,215
大分東明,大分,私,6,0,0,0,0,2,1,1,0,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,共,―,1996,2,1,2,0,604
滝,愛知,私,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,中,1996,0,2,3,0,444
滝川,兵庫,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,0,0,2,0,394
智辯学園,奈良,私,7,0,0,0,0,2,1,1,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,中,1996,2,1,4,0,341
智辯学園和歌山,和歌山,私,26,6,5,1,0,2,1,1,0,1,1,0,0,12,10,1,1,5,4,1,0,0,0,0,0,1,共,中,1996,7,2,14,2,289
池田学園池田,鹿児島,私,6,2,1,1,0,0,0,0,0,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,共,中,1996,2,2,1,1,151
筑紫女学園,福岡,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,522
田園調布雙葉,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,130
東海,愛知,私,36,17,17,0,0,5,5,0,0,3,3,0,0,7,7,0,0,2,2,0,0,2,2,0,0,1,男,中,1996,25,0,11,0,453
東京純心女子,東京,私,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,2,0,0,
東京女学館,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1996,0,0,0,1,276
東大寺学園,奈良,私,35,8,8,0,0,6,6,0,0,4,4,0,0,14,14,0,0,3,3,0,0,0,0,0,0,1,男,中,1996,18,0,17,0,233
東邦大付東邦,千葉,私,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,1,共,中,1996,0,0,3,1,407
東洋英和女学院高等部,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,1,182
同志社香里,大阪,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,0,0,1,0,
徳島文理,徳島,私,7,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,0,1,1,0,0,1,共,中,1996,1,0,5,1,167
奈良学園,奈良,私,5,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,4,0,1,0,195
灘,兵庫,私,104,31,31,0,0,10,10,0,0,4,4,0,0,44,44,0,0,7,7,0,0,8,8,0,0,1,男,中,1996,45,0,59,0,216
南山,愛知,私,10,2,1,1,0,1,0,1,0,3,1,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,併,中,1996,2,4,0,4,388
日向学院,宮崎,私,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,男,中,1996,1,0,3,0,141
日本女子大附,神奈川,私,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,2,0,0,378
日本大学,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1996,0,0,1,0,
日本大学豊山女子,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,
白百合学園,東京,私,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,3,0,0,0,0,0,0,女,中,1996,0,0,0,3,174
白陵,兵庫,私,31,6,5,1,0,2,2,0,0,3,1,2,0,14,12,2,0,5,4,1,0,1,0,1,0,1,共,中,1996,8,3,16,4,192
函館ラ・サール,北海道,私,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1996,2,0,2,0,348
普連土学園,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,0,0,1,134
武蔵,東京,私,66,15,15,0,0,8,8,0,0,6,6,0,0,21,21,0,0,12,12,0,0,4,4,0,0,1,男,中,1996,29,0,37,0,175
福岡女学院,福岡,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,0,0,1,
福岡大附大濠,福岡,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1996,0,0,1,0,794
福山暁の星女子,広島,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,
豊島岡女子学園,東京,私,5,2,0,2,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,女,中,1996,0,0,0,0,432
北嶺,北海道,私,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,2,0,0,0,75
麻布,東京,私,103,13,13,0,0,22,22,0,0,10,10,0,0,42,42,0,0,15,15,0,0,1,1,0,0,1,男,中,1996,45,0,58,0,303
明星,大阪,私,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,2,0,0,0,458
洛星,京都,私,24,8,8,0,0,3,3,0,0,5,5,0,0,6,6,0,0,2,2,0,0,0,0,0,0,1,男,中,1996,16,0,9,0,274
洛南,京都,私,63,15,15,0,0,11,11,0,0,5,5,0,0,24,24,0,0,7,7,0,0,1,1,0,0,1,男,中,1996,31,0,32,0,705
立教,埼玉,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1996,0,0,2,0,466
立教女学院,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,1,182
六甲,兵庫,私,6,2,2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,中,1996,4,0,2,0,195
雙葉,東京,私,5,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,女,中,1996,0,2,0,1,185
國學院大學久我山,東京,私,4,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,併,中,1996,1,0,3,0,565
茗溪学園,茨城,私,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,中,1996,1,0,2,1,247
頌栄女子学院,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1996,0,1,0,1,237
鷗友学園女子,東京,私,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1996,0,1,0,0,246
都立武蔵,東京,都,4,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1996,0,1,3,0,
戸山,東京,都,12,3,2,0,1,0,0,0,0,2,2,0,0,3,3,0,0,4,1,3,0,0,0,0,0,1,共,―,1996,4,0,4,3,369
国立,東京,都,5,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,0,1,0,1,共,―,1996,1,0,2,2,386
西,東京,都,12,0,0,0,0,2,2,0,0,3,1,1,1,6,5,1,0,1,1,0,0,0,0,0,0,1,共,―,1996,3,1,5,1,383
八王子東,東京,都,9,0,0,0,0,0,0,0,0,5,2,3,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1996,2,3,4,0,346
旭川東,北海道,道,7,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,1,1,0,1,1,0,0,1,共,―,1996,0,0,4,1,401
札幌南,北海道,道,5,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,0,0,1,共,―,1996,0,0,3,1,449
札幌北,北海道,道,11,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,2,1,1,0,0,0,0,0,1,共,―,1996,0,0,8,3,449
大検,―,―,11,1,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,3,3,0,0,3,3,0,0,1,―,―,1996,2,0,9,0,
旭丘,愛知,県,29,7,7,0,0,7,5,2,0,3,1,2,0,8,8,0,0,3,2,1,0,1,0,0,1,1,共,―,1997,13,4,10,1,414
安積,福島,県,5,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,―,1997,1,0,4,0,444
一宮,愛知,県,10,2,2,0,0,0,0,0,0,2,1,1,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,3,1,6,0,410
宇都宮,栃木,県,14,2,2,0,0,1,1,0,0,3,3,0,0,6,6,0,0,1,1,0,0,1,1,0,0,1,男,―,1997,6,0,8,0,318
宇都宮女子,栃木,県,5,3,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,女,―,1997,0,5,0,0,401
浦和,埼玉,県,32,3,3,0,0,4,4,0,0,1,1,0,0,18,18,0,0,6,6,0,0,0,0,0,0,1,男,―,1997,8,0,24,0,455
浦和第一女子,埼玉,県,5,3,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,女,―,1997,0,5,0,0,455
延岡,宮崎,県,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,2,0,2,0,320
横須賀,神奈川,県,7,3,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,共,―,1997,5,0,1,1,333
横浜翠嵐,神奈川,県,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,―,1997,1,0,2,1,392
横浜緑ケ丘,神奈川,県,7,2,2,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,共,―,1997,4,0,1,2,359
岡崎,愛知,県,31,1,1,0,0,3,2,1,0,7,4,3,0,15,15,0,0,5,3,2,0,0,0,0,0,1,共,―,1997,7,4,18,2,416
加古川東,兵庫,県,4,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,2,0,478
会津,福島,県,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,男,―,1997,0,0,2,0,343
会津女子,福島,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,1,0,0,
刈谷,愛知,県,8,0,0,0,0,1,1,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,3,0,5,0,422
丸亀,香川,県,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,共,―,1997,0,0,3,1,420
岐阜,岐阜,県,21,4,3,1,0,2,1,1,0,4,4,0,0,9,7,1,1,2,2,0,0,0,0,0,0,1,共,―,1997,8,2,9,1,400
宮崎西,宮崎,県,13,1,1,0,0,5,2,3,0,1,1,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,4,3,6,0,523
金沢泉丘,石川,県,4,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,0,1,3,0,414
熊谷,埼玉,県,5,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,1,0,4,0,458
熊本,熊本,県,22,1,1,0,0,4,2,2,0,5,3,2,0,3,3,0,0,9,7,2,0,0,0,0,0,1,共,―,1997,6,4,10,2,476
桑名,三重,県,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,3,0,1,0,561
光陵,神奈川,県,6,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,1,0,5,0,317
厚木,神奈川,県,7,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,―,1997,2,0,4,1,432
弘前,青森,県,5,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,1,1,0,0,1,共,―,1997,1,0,3,1,344
甲府南,山梨,県,11,1,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,3,1,2,0,1,1,0,0,1,共,―,1997,3,0,6,2,356
高岡,富山,県,16,1,1,0,0,1,0,0,1,4,4,0,0,8,8,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,5,0,10,0,319
高崎,群馬,県,20,3,3,0,0,1,1,0,0,4,4,0,0,9,9,0,0,3,3,0,0,0,0,0,0,1,男,―,1997,8,0,12,0,377
高崎女子,群馬,県,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,2,0,0,381
高志,福井,県,6,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,2,1,3,0,477
高松,香川,県,25,4,4,0,0,4,4,0,0,2,1,1,0,14,14,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,9,1,15,0,414
国際情報,新潟,県,8,2,2,0,0,1,0,1,0,2,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1997,3,2,2,1,154
今治西,愛媛,県,4,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,2,0,2,0,400
佐賀西,佐賀,県,4,0,0,0,0,1,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,2,0,361
佐野,栃木,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1997,0,0,1,0,315
山形東,山形,県,16,5,5,0,0,1,1,0,0,5,1,4,0,3,2,1,0,2,2,0,0,0,0,0,0,1,共,―,1997,7,4,4,1,293
時習館,愛知,県,25,4,3,1,0,1,1,0,0,6,3,3,0,7,7,0,0,7,4,3,0,0,0,0,0,1,共,―,1997,7,4,11,3,422
修猷館,福岡,県,15,5,4,1,0,2,1,1,0,2,1,1,0,5,4,1,0,1,1,0,0,0,0,0,0,1,共,―,1997,6,3,5,1,439
秋田,秋田,県,8,0,0,0,0,3,3,0,0,2,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,1,共,―,1997,4,1,1,2,449
渋川,群馬,県,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,1,0,1,0,330
春日部,埼玉,県,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,2,0,0,0,450
小倉,福岡,県,11,1,0,0,1,0,0,0,0,2,0,2,0,7,7,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,0,2,8,0,398
松江北,島根,県,11,2,2,0,0,0,0,0,0,3,1,1,1,3,3,0,0,3,2,1,0,0,0,0,0,1,共,―,1997,3,1,5,1,433
松山東,愛媛,県,5,1,0,1,0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,0,2,2,0,435
松本深志,長野,県,9,2,1,1,0,0,0,0,0,3,2,1,0,2,2,0,0,1,1,0,0,1,1,0,0,1,共,―,1997,3,2,4,0,405
沼津東,静岡,県,5,1,0,1,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,3,0,342
沼田,群馬,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,0,0,1,0,251
沼田女子,群馬,県,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,1,0,0,
湘南,神奈川,県,14,2,2,0,0,1,1,0,0,2,1,1,0,6,6,0,0,3,2,1,0,0,0,0,0,1,共,―,1997,4,1,8,1,396
新潟,新潟,県,9,1,1,0,0,1,1,0,0,1,0,1,0,4,2,2,0,2,2,0,0,0,0,0,0,1,共,―,1997,2,1,4,2,443
真岡,栃木,県,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,男,―,1997,1,0,3,0,301
諏訪清陵,長野,県,5,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1997,2,0,2,1,324
水戸第一,茨城,県,14,1,1,0,0,1,1,0,0,3,2,1,0,5,5,0,0,4,3,1,0,0,0,0,0,1,共,―,1997,4,1,8,1,380
清水東,静岡,県,10,1,1,0,0,0,0,0,0,1,0,1,0,7,6,1,0,1,1,0,0,0,0,0,0,1,共,―,1997,1,1,7,1,343
盛岡第一,岩手,県,11,1,1,0,0,0,0,0,0,1,1,0,0,4,3,1,0,3,2,1,0,2,2,0,0,1,共,―,1997,2,0,7,2,355
青森,青森,県,12,2,2,0,0,1,1,0,0,3,1,2,0,3,3,0,0,3,2,0,1,0,0,0,0,1,共,―,1997,4,2,5,0,393
静岡,静岡,県,10,1,1,0,0,2,2,0,0,1,0,1,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,3,1,6,0,386
石巻,宮城,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,0,0,1,0,239
仙台第一,宮城,県,5,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,男,―,1997,2,0,3,0,356
仙台第二,宮城,県,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1997,0,0,5,0,360
千葉,千葉,県,37,7,6,1,0,10,7,2,1,0,0,0,0,16,15,1,0,3,0,2,1,1,1,0,0,1,共,―,1997,13,3,16,3,424
川越,埼玉,県,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,男,―,1997,0,0,5,0,452
川越女子,埼玉,県,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,2,0,0,451
船橋,千葉,県,7,0,0,0,0,0,0,0,0,2,2,0,0,3,2,1,0,2,1,1,0,0,0,0,0,1,共,―,1997,2,0,3,2,424
前橋,群馬,県,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1997,0,0,5,0,378
前橋女子,群馬,県,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,―,1997,0,1,0,2,381
足利,栃木,県,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,1,0,0,0,268
太田,群馬,県,9,0,0,0,0,1,1,0,0,1,1,0,0,4,4,0,0,3,3,0,0,0,0,0,0,1,男,―,1997,2,0,7,0,336
太田女子,群馬,県,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,―,1997,0,0,0,2,
大垣北,岐阜,県,5,1,1,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,2,1,400
大宮,埼玉,県,4,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,1,2,0,451
大田原,栃木,県,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,男,―,1997,0,0,3,0,340
大分上野丘,大分,県,6,1,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,3,2,1,0,458
第二女子,宮城,県,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,1,0,0,362
長崎西,長崎,県,5,2,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,共,―,1997,2,0,2,1,458
長野,長野,県,10,2,2,0,0,1,1,0,0,3,3,0,0,3,2,1,0,1,0,1,0,0,0,0,0,1,共,―,1997,6,0,2,2,402
鳥取西,鳥取,県,8,3,2,1,0,0,0,0,0,1,1,0,0,2,2,0,0,2,1,1,0,0,0,0,0,1,共,―,1997,3,1,3,1,506
津,三重,県,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,0,0,5,0,437
鶴丸,鹿児島,県,7,0,0,0,0,3,3,0,0,1,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,3,1,3,0,452
土浦第一,茨城,県,43,4,4,0,0,3,3,0,0,12,7,5,0,13,12,0,1,10,7,3,0,1,0,1,0,1,共,―,1997,14,5,19,4,378
東葛飾,千葉,県,16,3,1,2,0,0,0,0,0,3,2,1,0,6,6,0,0,4,3,1,0,0,0,0,0,1,共,―,1997,3,3,9,1,420
藤島,福井,県,9,1,1,0,0,0,0,0,0,1,1,0,0,4,3,0,1,2,2,0,0,1,1,0,0,1,共,―,1997,2,0,6,0,444
栃木,栃木,県,6,1,1,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,2,0,4,0,308
柏陽,神奈川,県,4,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,共,―,1997,2,0,1,1,311
磐城,福島,県,3,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1997,2,0,1,0,450
磐城女子,福島,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1997,0,1,0,0,445
浜松北,静岡,県,9,2,2,0,0,1,1,0,0,3,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,共,―,1997,5,1,3,0,429
富山,富山,県,12,1,1,0,0,1,1,0,0,4,2,2,0,4,4,0,0,2,1,1,0,0,0,0,0,1,共,―,1997,4,2,5,1,317
富山中部,富山,県,15,0,0,0,0,0,0,0,0,4,1,3,0,8,7,1,0,3,0,3,0,0,0,0,0,1,共,―,1997,1,3,7,4,320
富士,静岡,県,8,0,0,0,0,2,2,0,0,2,2,0,0,3,3,0,0,1,0,0,1,0,0,0,0,1,共,―,1997,4,0,3,0,382
武生,福井,県,5,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1997,2,1,2,0,483
福岡,福岡,県,6,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1997,1,0,5,0,479
福島,福島,県,11,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,男,―,1997,5,0,6,0,444
平塚江南,神奈川,県,7,0,0,0,0,0,0,0,0,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,1,0,6,0,388
明和,愛知,県,8,3,2,1,0,1,1,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1997,3,2,3,0,418
お茶の水女子大附,東京,国,24,3,0,3,0,5,0,5,0,8,0,8,0,5,0,5,0,2,0,2,0,1,0,1,0,0,女,中,1997,0,16,0,8,136
金沢大附,石川,国,15,5,3,2,0,0,0,0,0,3,2,1,0,4,4,0,0,1,1,0,0,2,2,0,0,1,共,中,1997,5,3,7,0,135
広島大附,広島,国,12,2,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,6,1,4,1,1,0,1,0,1,共,中,1997,0,2,3,6,208
広島大附福山,広島,国,12,1,1,0,0,3,1,2,0,1,1,0,0,4,4,0,0,3,3,0,0,0,0,0,0,1,共,中,1997,3,2,7,0,232
大阪教育大附池田,大阪,国,8,3,2,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,1,共,中,1997,3,1,1,3,180
