学校名,所在地,設置,T_1980,Z_1980,K_1980,B1,B1_T_Z_1980,B1_M_Z_1980,B1_F_Z_1980,B1_U_Z_1980,B1_T_K_1980,B1_M_K_1980,B1_F_K_1980,B1_U_K_1980,B2,B2_T_Z_1980,B2_M_Z_1980,B2_F_Z_1980,B2_U_Z_1980,B2_T_K_1980,B2_M_K_1980,B2_F_K_1980,B2_U_K_1980,B3,B3_T_Z_1980,B3_M_Z_1980,B3_F_Z_1980,B3_U_Z_1980,B3_T_K_1980,B3_M_K_1980,B3_F_K_1980,B3_U_K_1980,R1,R1_T_Z_1980,R1_M_Z_1980,R1_F_Z_1980,R1_U_Z_1980,R1_T_K_1980,R1_M_K_1980,R1_F_K_1980,R1_U_K_1980,R2,R2_T_Z_1980,R2_M_Z_1980,R2_F_Z_1980,R2_U_Z_1980,R2_T_K_1980,R2_M_K_1980,R2_F_K_1980,R2_U_K_1980,R3,R3_T_Z_1980,R3_M_Z_1980,R3_F_Z_1980,R3_U_Z_1980,R3_T_K_1980,R3_M_K_1980,R3_F_K_1980,R3_U_K_1980,設置_meta,共別,中高,合格者数,Year
倉吉東,鳥取,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
横田,島根,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
浜田,島根,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
松江東,島根,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
岡山操山,岡山,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
倉敷青陵,岡山,県,2,2,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
津山,岡山,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
金光学園,岡山,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,2,1996
徳山,山口,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
城東,徳島,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
城北,徳島,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
脇町,徳島,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
新居浜西,愛媛,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
高知学芸,高知,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,2,1996
明治学園,福岡,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,2,1996
致遠館,佐賀,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
長崎東,長崎,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
佐世保南,長崎,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
長崎北陽台,長崎,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
済々黌,熊本,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
甲南,鹿児島,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
加世田,鹿児島,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
加治木,鹿児島,県,2,2,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1996
志學館高等部,鹿児島,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,中,2,1996
沖縄尚学,沖縄,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,2,1996
立教英国学院,在外,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,,2,1996
小樽潮陵,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
岩見沢東,北海道,道,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
帯広柏葉,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
青森東,青森,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
花巻北,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
黒沢尻北,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
水沢,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
仙台育英学園,宮城,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
能代,秋田,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
山形南,山形,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
下館第一,茨城,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
竹園,茨城,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
水城,茨城,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
常総学院,茨城,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
不動岡,埼玉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
蕨,埼玉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
志木,埼玉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
聖望学園,埼玉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
栄東,埼玉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共[男],―,1,1996
早稲田大学本庄高等学院,埼玉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
薬園台,千葉,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
国府台,千葉,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
小金,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
佐原,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
匝瑳,千葉,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
安房,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
木更津,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
芝浦工業大学柏,千葉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
昭和学院秀英,千葉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,共,中,1,1996
上野,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
国分寺,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
広尾,東京,都,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
富士,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
府中,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
三鷹,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
青山学院高等部,東京,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
國學院,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
聖徳学園,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
明治大付中野八王子,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
川和,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
小田原,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
相模原,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
秦野,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
金沢,神奈川,市,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
関東学院六浦,神奈川,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
湘南学園,神奈川,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
新発田,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,共,―,1,1996
新津,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
長岡,新潟,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
柏崎,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
金沢二水,石川,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
七尾,石川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
甲府第一,山梨,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
都留,山梨,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
山梨学院大附,山梨,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
屋代,長野,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
諏訪清陵,長野,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
佐久長聖,長野,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
大垣東,岐阜,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
恵那,岐阜,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
斐太,岐阜,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
富士東,静岡,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
日本大学三島,静岡,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共[男],―,1,1996
静岡学園,静岡,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
浜松日体,静岡,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
中村,愛知,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
春日井,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
刈谷北,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
菊里,愛知,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
西春,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
春日丘,愛知,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
豊川,愛知,私,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
栄徳,愛知,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
四日市,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
上野,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
木本,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
鈴鹿,三重,私,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
皇學館,三重,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
彦根東,滋賀,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
京都教育大附,京都,国,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
福知山,京都,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
宮津,京都,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
峰山,京都,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
洛西,京都,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
京都共栄学園,京都,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
茨木,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
大手前,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
高津,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
生野,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
泉北,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
近畿大附,大阪,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
兵庫,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
川西緑台,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
龍野,兵庫,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
赤穂,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
宝塚西,兵庫,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
川西北陵,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
粉河,和歌山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
新宮,和歌山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
近畿大附和歌山,和歌山,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
米子北斗,鳥取,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1996
松江南,島根,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
玉野,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
玉島,岡山,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
笠岡,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
倉敷古城池,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
玉野光南,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1996
